Location,Crash Type,Municipality,Year,Crash Count,Latitude,Longitude
184 ST & 72 AVE,Casualty,SURREY,2016,4,49.133311,-122.712509
186 ST & 64 AVE,Casualty,SURREY,2016,4,49.118852,-122.707143
192 ST & 88 AVE,Casualty,SURREY,2016,4,49.162818,-122.690589
193 ST & 73 AVE,Casualty,SURREY,2016,4,49.135157,-122.687722
196 ST & 72 AVE,Casualty,SURREY,2016,4,49.133605,-122.67955
20 AVE & KING GEORGE BLVD,Casualty,SURREY,2016,4,49.038324,-122.784551
73A AVE & KING GEORGE BLVD,Casualty,SURREY,2016,4,49.136492,-122.845607
96 AVE & GREEN TIMBERS WAY,Casualty,SURREY,2016,4,49.177002,-122.825036
96 AVE CONN & GOLDEN EARS CONN & GOLDEN EARS WAY & TURNING LANE,Casualty,SURREY,2016,4,49.179114,-122.713287
98B AVE & KING GEORGE BLVD,Casualty,SURREY,2016,4,49.182052,-122.845406
FRASER HWY & WHALLEY BLVD & TURNING LANE,Casualty,SURREY,2016,4,49.180726,-122.841329
100 AVE & 120 ST & SCOTT RD,Casualty,SURREY,2016,5,49.184387,-122.89013
100 AVE & 132 ST,Casualty,SURREY,2016,5,49.184393,-122.85654
101 AVE & 150 ST,Casualty,SURREY,2016,5,49.186141,-122.80646
102 AVE & 128 ST,Casualty,SURREY,2016,5,49.188019,-122.867704
102A AVE & 154 ST & PARK ACCESS ROAD,Casualty,SURREY,2016,5,49.188788,-122.79533
103 AVE & 160 ST,Casualty,SURREY,2016,5,49.189345,-122.778518
104 AVE & OLD YALE RD,Casualty,SURREY,2016,5,49.191684,-122.863393
104 AVE OFFRAMP & 104 AVENUE FLYOVER & TRANS-CANADA HWY,Casualty,SURREY,2016,5,49.190768,-122.772125
105 AVE & 153 ST,Casualty,SURREY,2016,5,49.193302,-122.798106
120 ST & 66 AVE,Casualty,SURREY,2016,5,49.123004,-122.890373
120 ST & MALL ACCESS,Casualty,SURREY,2016,5,49.13252,-122.890367
121 ST & 72 AVE,Casualty,SURREY,2016,5,49.134018,-122.887572
123 ST & 72 AVE,Casualty,SURREY,2016,5,49.13395,-122.881938
124 ST & 88 AVE,Casualty,SURREY,2016,5,49.163225,-122.879083
124 ST & 96 AVE,Casualty,SURREY,2016,5,49.177136,-122.879287
127 ST & 80 AVE,Casualty,SURREY,2016,5,49.148207,-122.870801
128 ST & 26 AVE,Casualty,SURREY,2016,5,49.049715,-122.867363
128 ST & 67A AVE,Casualty,SURREY,2016,5,49.124902,-122.867777
132 ST & 86 AVE,Casualty,SURREY,2016,5,49.159574,-122.856891
132 ST & 98 AVE,Casualty,SURREY,2016,5,49.181218,-122.856676
134 ST & 92 AVE,Casualty,SURREY,2016,5,49.17,-122.851519
137 ST & 72A AVE,Casualty,SURREY,2016,5,49.134934,-122.842782
138 ST & 64 AVE,Casualty,SURREY,2016,5,49.119073,-122.839868
140 ST & GREEN TIMBERS WAY,Casualty,SURREY,2016,5,49.18084,-122.834358
144 ST & 68 AVE,Casualty,SURREY,2016,5,49.126204,-122.823309
148 ST & NORTH BLUFF RD & OXFORD ST,Casualty,SURREY,2016,5,49.031154,-122.812218
150 ST & FRASER HWY,Casualty,SURREY,2016,5,49.168148,-122.806734
152 ST & 62 AVE,Casualty,SURREY,2016,5,49.114559,-122.801022
152 ST & 66A AVE,Casualty,SURREY,2016,5,49.123517,-122.801037
152 ST & 86 AVE,Casualty,SURREY,2016,5,49.159187,-122.80146
152 ST & 93 AVE,Casualty,SURREY,2016,5,49.171822,-122.801297
152 ST & COLEBROOK RD,Casualty,SURREY,2016,5,49.09828,-122.801096
152 ST & MALL ACCESS,Casualty,SURREY,2016,5,49.118174,-122.80106
156 ST & 20 AVE,Casualty,SURREY,2016,5,49.038343,-122.790166
156 ST & 80 AVE,Casualty,SURREY,2016,5,49.148236,-122.790083
156 ST & 98 AVE,Casualty,SURREY,2016,5,49.180677,-122.789896
158 ST & FRASER HWY & TURNING LANE,Casualty,SURREY,2016,5,49.159838,-122.785186
162 ST & 88 AVE,Casualty,SURREY,2016,5,49.16277,-122.773205
166 ST & 64 AVE,Casualty,SURREY,2016,5,49.118919,-122.762389
168 ST & 8 AVE,Casualty,SURREY,2016,5,49.016585,-122.754567
172 ST & 56 AVE,Casualty,SURREY,2016,5,49.104159,-122.746089
175 ST & 64 AVE,Casualty,SURREY,2016,5,49.118786,-122.738005
176A ST & 56 AVE,Casualty,SURREY,2016,5,49.104187,-122.733672
177B ST & 64 AVE,Casualty,SURREY,2016,5,49.118786,-122.730816
181A ST & 64 AVE,Casualty,SURREY,2016,5,49.118734,-122.719898
188 ST & 68 AVE,Casualty,SURREY,2016,5,49.126148,-122.701692
192 ST & 54 AVE,Casualty,SURREY,2016,5,49.10124,-122.691125
192 ST & 72 AVE,Casualty,SURREY,2016,5,49.133663,-122.690779
196 ST & 60 AVE,Casualty,SURREY,2016,5,49.111237,-122.680001
40 AVE & KING GEORGE BLVD,Casualty,SURREY,2016,5,49.077903,-122.82174
91 AVE & KING GEORGE BLVD,Casualty,SURREY,2016,5,49.168214,-122.845938
96 AVE & PRINCE CHARLES BLVD,Casualty,SURREY,2016,5,49.177128,-122.864084
CENTRAL AVE & WHALLEY BLVD,Casualty,SURREY,2016,5,49.189682,-122.841891
GROSVENOR RD & HANSEN RD,Casualty,SURREY,2016,5,49.204001,-122.836169
HWY 17 & PORT MANN BRIDGE,Casualty,SURREY,2016,5,49.214185,-122.810579
100 AVE & 150 ST,Casualty,SURREY,2016,6,49.18422,-122.80653
102A AVE & 150 ST,Casualty,SURREY,2016,6,49.188864,-122.806439
102A AVE & 152A ST,Casualty,SURREY,2016,6,49.188746,-122.799501
105 AVE & UNIVERSITY DR,Casualty,SURREY,2016,6,49.193149,-122.850946
108 AVE & 142 ST,Casualty,SURREY,2016,6,49.198818,-122.828496
108 AVE & FERGUSON DIVERSION,Casualty,SURREY,2016,6,49.19855,-122.803963
124 ST & 66 AVE,Casualty,SURREY,2016,6,49.12291,-122.878988
124 ST & 82 AVE,Casualty,SURREY,2016,6,49.152021,-122.879101
125 ST & 96 AVE,Casualty,SURREY,2016,6,49.177162,-122.876415
126 ST & 68 AVE,Casualty,SURREY,2016,6,49.126611,-122.873372
128 ST & 86 AVE,Casualty,SURREY,2016,6,49.158947,-122.868015
132 ST & 78 AVE,Casualty,SURREY,2016,6,49.144536,-122.856744
132 ST & 90 AVE & QUEEN MARY BLVD,Casualty,SURREY,2016,6,49.166273,-122.856909
138 ST & 96 AVE,Casualty,SURREY,2016,6,49.176987,-122.839944
140 ST & 64 AVE,Casualty,SURREY,2016,6,49.119094,-122.83433
140 ST & 80 AVE,Casualty,SURREY,2016,6,49.148199,-122.834565
140 ST & 82 AVE,Casualty,SURREY,2016,6,49.152269,-122.834535
140 ST & 89 AVE,Casualty,SURREY,2016,6,49.164652,-122.834652
140 ST & CRESCENT RD & NICO WYND DR,Casualty,SURREY,2016,6,49.06731,-122.834287
144 ST & 60 AVE,Casualty,SURREY,2016,6,49.111815,-122.823342
144 ST & HYLAND RD,Casualty,SURREY,2016,6,49.124004,-122.823307
146 ST & 76 AVE,Casualty,SURREY,2016,6,49.141012,-122.817171
148 ST & 32 AVE DIVERSION & KING GEORGE BLVD & TURNING LANE,Casualty,SURREY,2016,6,49.05882,-122.809931
152 ST & 152 ST OFFRAMP & 152 ST ONRAMP & FERGUSON DIVERS & GUILDFORD DR,Casualty,SURREY,2016,6,49.196981,-122.80051
152 ST & 20 AVE,Casualty,SURREY,2016,6,49.03836,-122.801187
152 ST & 58A AVE & PANORAMA DR,Casualty,SURREY,2016,6,49.108416,-122.801024
152 ST & 60 AVE,Casualty,SURREY,2016,6,49.111725,-122.80099
152 ST & 66 AVE,Casualty,SURREY,2016,6,49.122576,-122.801022
154 ST & 32 AVE & 32 AVE DIVERSION & CROYDON DR,Casualty,SURREY,2016,6,49.060643,-122.797402
154 ST & FRASER HWY,Casualty,SURREY,2016,6,49.163642,-122.795132
156 ST & 82 AVE,Casualty,SURREY,2016,6,49.151873,-122.790109
156 ST & KING GEORGE BLVD & TURNING LANE,Casualty,SURREY,2016,6,49.042763,-122.790072
157 ST & 88 AVE,Casualty,SURREY,2016,6,49.162795,-122.787433
16 AVE & 16 AVE OFFRAMP & HWY 99 & HWY 99 ONRAMP,Casualty,SURREY,2016,6,49.031046,-122.769313
160 ST & 84 AVE,Casualty,SURREY,2016,6,49.155457,-122.778863
160 ST & 86 AVE,Casualty,SURREY,2016,6,49.159085,-122.778915
168 ST & 20 AVE,Casualty,SURREY,2016,6,49.038397,-122.75707
168 ST & 88 AVE,Casualty,SURREY,2016,6,49.162838,-122.756632
172 ST & 64 AVE,Casualty,SURREY,2016,6,49.118845,-122.745974
176 ST & 24 AVE,Casualty,SURREY,2016,6,49.045662,-122.735306
176 ST & 40 AVE,Casualty,SURREY,2016,6,49.07457,-122.735588
176 ST & 68A AVE & TURNING LANE,Casualty,SURREY,2016,6,49.127249,-122.734805
176 ST ONRAMP & TRANS-CANADA HWY,Casualty,SURREY,2016,6,49.183912,-122.743347
184 ST & 24 AVE,Casualty,SURREY,2016,6,49.04566,-122.713483
184 ST & 60 AVE,Casualty,SURREY,2016,6,49.111421,-122.712628
192 ST & 64 AVE,Casualty,SURREY,2016,6,49.119443,-122.690253
194 ST & 68 AVE,Casualty,SURREY,2016,6,49.126339,-122.68526
196 ST & 56 AVE,Casualty,SURREY,2016,6,49.104391,-122.679968
FLEETWOOD WAY & FRASER HWY,Casualty,SURREY,2016,6,49.16472,-122.797925
100 AVE & 144 ST,Casualty,SURREY,2016,7,49.184094,-122.823089
104 AVE & CITY PKY,Casualty,SURREY,2016,7,49.191622,-122.847823
105 AVE & 154 ST,Casualty,SURREY,2016,7,49.193313,-122.795286
108 AVE & 160 ST,Casualty,SURREY,2016,7,49.198792,-122.778659
108 AVE & UNIVERSITY DR,Casualty,SURREY,2016,7,49.19892,-122.850895
126 ST & 88 AVE,Casualty,SURREY,2016,7,49.162905,-122.873543
128 ST & 66 AVE,Casualty,SURREY,2016,7,49.122847,-122.867791
130 ST & 76 AVE,Casualty,SURREY,2016,7,49.140984,-122.861851
134 ST & 96 AVE,Casualty,SURREY,2016,7,49.177066,-122.85131
135 ST & 76 AVE,Casualty,SURREY,2016,7,49.140877,-122.848446
137A ST & 138 ST & 68 AVE & HYLAND RD,Casualty,SURREY,2016,7,49.126435,-122.841571
140 ST & 90 AVE,Casualty,SURREY,2016,7,49.166467,-122.834642
140 ST & 92 AVE,Casualty,SURREY,2016,7,49.170088,-122.834624
142 ST & 72 AVE,Casualty,SURREY,2016,7,49.133679,-122.82893
148 ST & 72 AVE,Casualty,SURREY,2016,7,49.133742,-122.812146
148 ST & 76 AVE,Casualty,SURREY,2016,7,49.141048,-122.812243
152 ST & 18 AVE,Casualty,SURREY,2016,7,49.034748,-122.801212
152 ST & 34 AVE,Casualty,SURREY,2016,7,49.063727,-122.801194
156 ST & 84 AVE,Casualty,SURREY,2016,7,49.155496,-122.790141
156 ST & 92 AVE,Casualty,SURREY,2016,7,49.170098,-122.790092
16 AVE & 184 ST,Casualty,SURREY,2016,7,49.03121,-122.713357
160 ST & 56 AVE,Casualty,SURREY,2016,7,49.104476,-122.779069
160 ST & 92 AVE,Casualty,SURREY,2016,7,49.170063,-122.778877
160 ST & KING GEORGE BLVD,Casualty,SURREY,2016,7,49.03401,-122.779214
168 ST & 24 AVE,Casualty,SURREY,2016,7,49.045663,-122.757
176 ST OFFRAMP & TRANS-CANADA HWY,Casualty,SURREY,2016,7,49.180122,-122.72872
188 ST & 64 AVE,Casualty,SURREY,2016,7,49.11896,-122.701715
192 ST & 80 AVE,Casualty,SURREY,2016,7,49.148163,-122.690723
194 ST & 64 AVE,Casualty,SURREY,2016,7,49.11915,-122.685386
62 AVE & KING GEORGE BLVD & TURNING LANE,Casualty,SURREY,2016,7,49.115442,-122.844415
73 AVE & KING GEORGE BLVD,Casualty,SURREY,2016,7,49.135099,-122.845596
77 AVE & KING GEORGE BLVD & TURNING LANE,Casualty,SURREY,2016,7,49.142708,-122.845752
COLEBROOK RD & KING GEORGE BLVD,Casualty,SURREY,2016,7,49.09725,-122.818274
102 AVE & 102A AVE & UNIVERSITY DR,Casualty,SURREY,2016,8,49.188509,-122.850059
103A AVE & SCOTT RD & TURNING LANE,Casualty,SURREY,2016,8,49.190589,-122.890313
116 ST & 96 AVE,Casualty,SURREY,2016,8,49.177123,-122.901192
120 ST & 93A AVE,Casualty,SURREY,2016,8,49.172969,-122.89022
122 ST & 96 AVE,Casualty,SURREY,2016,8,49.177154,-122.884596
128 ST & 76A AVE,Casualty,SURREY,2016,8,49.142366,-122.867969
132 ST & 60 AVE,Casualty,SURREY,2016,8,49.111905,-122.856639
132 ST & 68 AVE,Casualty,SURREY,2016,8,49.126405,-122.856599
134 ST & 64 AVE,Casualty,SURREY,2016,8,49.119024,-122.850994
140 ST & 75 AVE,Casualty,SURREY,2016,8,49.139063,-122.834495
144 ST & 76 AVE,Casualty,SURREY,2016,8,49.141001,-122.823397
146 ST & 72 AVE,Casualty,SURREY,2016,8,49.133725,-122.817858
148 ST & 20 AVE,Casualty,SURREY,2016,8,49.038379,-122.812233
148 ST & 32A AVE & KING GEORGE BLVD,Casualty,SURREY,2016,8,49.061292,-122.813026
148 ST & 84 AVE,Casualty,SURREY,2016,8,49.155513,-122.812426
16 AVE & MARTIN DR & MARTIN ST & NORTH BLUFF RD,Casualty,SURREY,2016,8,49.03113,-122.805309
168 ST & 60 AVE,Casualty,SURREY,2016,8,49.111545,-122.756651
192 ST & GOLDEN EARS WAY & TURNING LANE,Casualty,SURREY,2016,8,49.181041,-122.690324
8 AVE & 8 AVE OFFRAMP & 8 AVE ONRAMP & HWY 99,Casualty,SURREY,2016,8,49.016735,-122.759514
BRIDGE RD & HWY 17 & OLD YALE RD,Casualty,SURREY,2016,8,49.201839,-122.887817
100 AVE & 160 ST,Casualty,SURREY,2016,9,49.184367,-122.778648
102 AVE & 140 ST,Casualty,SURREY,2016,9,49.18774,-122.834187
105 AVE & 150 ST,Casualty,SURREY,2016,9,49.19305,-122.806377
120 ST & 90 AVE,Casualty,SURREY,2016,9,49.166821,-122.890365
128 ST & 78 AVE & ANVIL WAY,Casualty,SURREY,2016,9,49.144717,-122.867915
128 ST & 92 AVE,Casualty,SURREY,2016,9,49.169776,-122.868042
130 ST & 68 AVE,Casualty,SURREY,2016,9,49.126498,-122.862209
133A ST & 88 AVE,Casualty,SURREY,2016,9,49.162675,-122.852781
138 ST & 70 AVE,Casualty,SURREY,2016,9,49.129964,-122.838565
140 ST & 77 AVE,Casualty,SURREY,2016,9,49.142738,-122.834534
142A ST & 88 AVE,Casualty,SURREY,2016,9,49.162833,-122.827711
148 ST & 24 AVE,Casualty,SURREY,2016,9,49.045657,-122.812211
148 ST & 56 AVE,Casualty,SURREY,2016,9,49.1045,-122.812297
150 ST & 72 AVE,Casualty,SURREY,2016,9,49.13372,-122.806661
150 ST & 96 AVE,Casualty,SURREY,2016,9,49.176849,-122.806619
152 ST & 98 AVE,Casualty,SURREY,2016,9,49.180447,-122.801092
156 ST & 24 AVE,Casualty,SURREY,2016,9,49.045591,-122.79019
16 AVE & 168 ST,Casualty,SURREY,2016,9,49.031059,-122.757133
162 ST & FRASER HWY & TURNING LANE,Casualty,SURREY,2016,9,49.155231,-122.773476
168 ST & 96 AVE,Casualty,SURREY,2016,9,49.176984,-122.75659
192 ST & 32 AVE,Casualty,SURREY,2016,9,49.060123,-122.691534
196 ST & 64 AVE,Casualty,SURREY,2016,9,49.119071,-122.679946
56 AVE & PANORAMA DR,Casualty,SURREY,2016,9,49.104514,-122.806164
CRESCENT RD & KING GEORGE BLVD & WINTER CRES,Casualty,SURREY,2016,9,49.06748,-122.820668
KING GEORGE BLVD & UNIVERSITY DR,Casualty,SURREY,2016,9,49.202665,-122.850991
OLD YALE RD & UNIVERSITY DR,Casualty,SURREY,2016,9,49.186094,-122.851808
100 AVE & 156 ST,Casualty,SURREY,2016,10,49.18436,-122.789865
102 AVE & WHALLEY BLVD,Casualty,SURREY,2016,10,49.187799,-122.843223
103A AVE & HWY 17 & HWY 17 OFFRAMP & HWY 17 ONRAMP & TANNERY RD & TANNERY RD OFFRAMP & TURNING LANE,Casualty,SURREY,2016,10,49.196183,-122.893087
104 AVE & 128 ST,Casualty,SURREY,2016,10,49.191713,-122.867772
104 AVE & 149 ST,Casualty,SURREY,2016,10,49.191539,-122.809227
120A ST & 80 AVE,Casualty,SURREY,2016,10,49.14857,-122.888155
132 ST & OLD YALE RD,Casualty,SURREY,2016,10,49.187691,-122.856478
142 ST & 64 AVE,Casualty,SURREY,2016,10,49.119108,-122.828819
148 ST & 64 AVE,Casualty,SURREY,2016,10,49.11913,-122.812222
168 ST & 32 AVE,Casualty,SURREY,2016,10,49.06033,-122.756861
184 ST & 68 AVE,Casualty,SURREY,2016,10,49.125899,-122.712582
122 ST & 72 AVE,Casualty,SURREY,2016,11,49.133997,-122.884833
152 ST & 82 AVE,Casualty,SURREY,2016,11,49.151901,-122.801309
160 ST & 88 AVE,Casualty,SURREY,2016,11,49.16275,-122.778863
164 ST & FRASER HWY & TURNING LANE,Casualty,SURREY,2016,11,49.152981,-122.767763
180 ST & 64 AVE,Casualty,SURREY,2016,11,49.118735,-122.723767
188 ST & 56 AVE,Casualty,SURREY,2016,11,49.104152,-122.701651
24 AVE & CROYDON DR,Casualty,SURREY,2016,11,49.045565,-122.782808
104 AVE & UNIVERSITY DR,Casualty,SURREY,2016,12,49.191628,-122.850517
112 AVE & KING GEORGE BLVD,Casualty,SURREY,2016,12,49.206207,-122.856199
124 ST & 64 AVE,Casualty,SURREY,2016,12,49.119235,-122.879036
126 ST & 64 AVE & PARK ACCESS ROAD,Casualty,SURREY,2016,12,49.119187,-122.873394
132 ST & 92 AVE,Casualty,SURREY,2016,12,49.169913,-122.856896
156 ST & 88 AVE,Casualty,SURREY,2016,12,49.1628,-122.79017
160 ST & 32 AVE & MORGAN CREEK WAY,Casualty,SURREY,2016,12,49.0601,-122.779145
88 AVE & NORDEL WAY,Casualty,SURREY,2016,12,49.162818,-122.884839
104 AVE & 138 ST,Casualty,SURREY,2016,13,49.191544,-122.839711
128 ST & 90 AVE,Casualty,SURREY,2016,13,49.167154,-122.868047
130 ST & 88 AVE & QUEEN MARY BLVD,Casualty,SURREY,2016,13,49.162614,-122.862418
152 ST & 91 AVE,Casualty,SURREY,2016,13,49.168288,-122.801337
160 ST & 24 AVE,Casualty,SURREY,2016,13,49.045561,-122.779205
104 AVE & 132 ST,Casualty,SURREY,2016,14,49.191652,-122.856472
120 ST & MALL ACCESS,Casualty,SURREY,2016,14,49.17451,-122.890131
128 ST & 58 AVE,Casualty,SURREY,2016,14,49.108112,-122.867838
144 ST & 84 AVE,Casualty,SURREY,2016,14,49.155548,-122.823347
152 ST & 16 AVE & JOHNSTON RD & NORTH BLUFF RD,Casualty,SURREY,2016,14,49.031121,-122.801198
152 ST & 99 AVE,Casualty,SURREY,2016,14,49.182534,-122.80106
68 AVE & FRASER HWY & MALL ACCESS,Casualty,SURREY,2016,14,49.125701,-122.706201
105 AVE & 152 ST,Casualty,SURREY,2016,15,49.193208,-122.800877
108 AVE & 140 ST,Casualty,SURREY,2016,15,49.198845,-122.834162
108 AVE & WHALLEY BLVD,Casualty,SURREY,2016,15,49.198868,-122.842667
110 AVE & 124 ST & SCOTT RD & TURNING LANE,Casualty,SURREY,2016,15,49.202883,-122.878302
126 ST & 72 AVE,Casualty,SURREY,2016,15,49.133915,-122.873417
128 ST & 82 AVE & TURNING LANE,Casualty,SURREY,2016,15,49.150255,-122.867964
140 ST & 84 AVE,Casualty,SURREY,2016,15,49.155514,-122.834619
156 ST & 96 AVE,Casualty,SURREY,2016,15,49.176901,-122.790013
16 AVE & 176 ST,Casualty,SURREY,2016,15,49.031207,-122.735181
175 ST & 56 AVE & TURNING LANE,Casualty,SURREY,2016,15,49.104096,-122.738282
176 ST & 32 AVE & TURNING LANE,Casualty,SURREY,2016,15,49.060147,-122.735396
84 AVE & FRASER HWY,Casualty,SURREY,2016,15,49.155727,-122.774736
100 AVE & WHALLEY BLVD,Casualty,SURREY,2016,16,49.18428,-122.843225
120 ST & 68 AVE,Casualty,SURREY,2016,16,49.126719,-122.890371
120 ST & 75A AVE,Casualty,SURREY,2016,16,49.140178,-122.890375
130 ST & BRIDGEVIEW DR & BRIDGEVIEW DR OFFRAMP & BRIDGEVIEW DR ONRAMP & HWY 17,Casualty,SURREY,2016,16,49.213211,-122.861854
138 ST & 74 AVE,Casualty,SURREY,2016,16,49.137218,-122.838681
140 ST & 74 AVE,Casualty,SURREY,2016,16,49.137273,-122.834495
152 ST & 68 AVE,Casualty,SURREY,2016,16,49.126361,-122.801063
176 ST & 60 AVE,Casualty,SURREY,2016,16,49.111493,-122.734863
180 ST & 56 AVE,Casualty,SURREY,2016,16,49.104144,-122.72384
78 AVE & KING GEORGE BLVD,Casualty,SURREY,2016,16,49.144494,-122.845765
92 AVE & KING GEORGE BLVD & TURNING LANE,Casualty,SURREY,2016,16,49.170051,-122.845823
100 AVE & 140 ST,Casualty,SURREY,2016,17,49.184271,-122.834211
120 ST & 99 AVE,Casualty,SURREY,2016,17,49.182622,-122.890183
124 ST & 80 AVE,Casualty,SURREY,2016,17,49.148408,-122.879104
130 ST & 72 AVE,Casualty,SURREY,2016,17,49.133808,-122.862312
152 ST & 76 AVE,Casualty,SURREY,2016,17,49.141067,-122.801111
152 ST & 92 AVE,Casualty,SURREY,2016,17,49.170083,-122.801281
184 ST & 56 AVE,Casualty,SURREY,2016,17,49.104123,-122.712681
192 ST & 96 AVE,Casualty,SURREY,2016,17,49.176974,-122.690474
HWY 91 & HWY 91 OFFRAMP & HWY 91 ONRAMP & HWY 99,Casualty,SURREY,2016,17,49.092212,-122.894005
104 AVE & 104 AVE OFFRAMP & 104 AVE ONRAMP & 104 AVENUE FLYOVER & 160 ST & 160 ST ONRAMP & 164 ST & 164 ST OFFRAMP & HWY 1 ONRAMP & TRANS-CANADA HWY & TURNING LANE,Casualty,SURREY,2016,18,49.192103,-122.777815
177B ST & 56 AVE & MALL ACCESS,Casualty,SURREY,2016,18,49.104168,-122.730304
192 ST & 56 AVE & LANGLEY BYPASS & TURNING LANE,Casualty,SURREY,2016,18,49.104481,-122.691136
32 AVE DIVERSION & 32 AVE DIVERSION OFFRAMP & 32 AVE DIVERSION ONRAMP & 32 AVE OFFRAMP & 32 AVE ONRAMP & HWY 99,Casualty,SURREY,2016,18,49.061285,-122.805074
104 AVE & 160 ST & TURNING LANE,Casualty,SURREY,2016,19,49.190869,-122.778381
120 ST & 70 AVE,Casualty,SURREY,2016,19,49.130361,-122.890372
128 ST & 84 AVE,Casualty,SURREY,2016,19,49.15535,-122.868017
144 ST & 56 AVE,Casualty,SURREY,2016,19,49.104545,-122.823441
144 ST & FRASER HWY,Casualty,SURREY,2016,19,49.174588,-122.823388
152 ST & 24 AVE,Casualty,SURREY,2016,19,49.045632,-122.801205
160 ST & 96 AVE,Casualty,SURREY,2016,19,49.176897,-122.778867
184 ST & 64 AVE,Casualty,SURREY,2016,19,49.118731,-122.71259
94A AVE & KING GEORGE BLVD,Casualty,SURREY,2016,19,49.174687,-122.845833
HWY 99 & KING GEORGE BLVD & KING GEORGE BLVD ONRAMP & SOUTH SURREY PARK AND RIDE & EMERGENCY LANE & TURNING LANE,Casualty,SURREY,2016,19,49.074258,-122.822829
104 AVE & 156 ST,Casualty,SURREY,2016,20,49.191551,-122.789744
108 AVE & 144 ST,Casualty,SURREY,2016,20,49.198795,-122.823043
132 ST & 58 AVE,Casualty,SURREY,2016,20,49.108198,-122.856719
137 ST & 72 AVE,Casualty,SURREY,2016,20,49.133543,-122.8428
176 ST & 176 ST OFFRAMP & 176 ST ONRAMP & TRANS-CANADA HWY,Casualty,SURREY,2016,20,49.181569,-122.734867
OLD YALE RD & SCOTT RD & TURNING LANE,Casualty,SURREY,2016,20,49.19921,-122.882461
104 AVE & 104 AVE ONRAMP & 160 ST,Casualty,SURREY,2016,21,49.193389,-122.777193
120 ST & 92 AVE,Casualty,SURREY,2016,21,49.170451,-122.890265
144 ST & 88 AVE,Casualty,SURREY,2016,21,49.162858,-122.823427
156 ST & FRASER HWY & TURNING LANE,Casualty,SURREY,2016,21,49.161746,-122.790201
166 ST & FRASER HWY & TURNING LANE,Casualty,SURREY,2016,21,49.150766,-122.762088
176 ST & 88 AVE,Casualty,SURREY,2016,21,49.162603,-122.734627
32 AVE & KING GEORGE BLVD,Casualty,SURREY,2016,21,49.060255,-122.811812
102A AVE & 152 ST & MALL ACCESS,Casualty,SURREY,2016,22,49.188742,-122.800921
108 AVE & 148 ST,Casualty,SURREY,2016,22,49.198735,-122.812538
120 ST & 82 AVE,Casualty,SURREY,2016,22,49.152259,-122.890381
132 ST & 96 AVE,Casualty,SURREY,2016,22,49.177095,-122.856838
148 ST & 88 AVE,Casualty,SURREY,2016,22,49.162822,-122.812386
159 ST & FRASER HWY & VENTURE WAY,Casualty,SURREY,2016,22,49.158643,-122.782191
176 ST & 80 AVE & TURNING LANE,Casualty,SURREY,2016,22,49.148038,-122.734796
HALL RD & KING GEORGE BLVD,Casualty,SURREY,2016,22,49.131188,-122.845677
132 ST & 84 AVE,Casualty,SURREY,2016,23,49.155419,-122.856827
134 ST & 72 AVE & COMBER WAY,Casualty,SURREY,2016,23,49.133611,-122.851123
140 ST & 96 AVE,Casualty,SURREY,2016,23,49.176977,-122.834537
148 ST & 96 AVE,Casualty,SURREY,2016,23,49.176875,-122.812283
184 ST & FRASER HWY & TURNING LANE,Casualty,SURREY,2016,23,49.128669,-122.712559
192 ST & 192 ST OFFRAMP & 192 ST ONRAMP & TRANS-CANADA HWY,Casualty,SURREY,2016,23,49.170325,-122.692254
104 AVE & 154 ST,Casualty,SURREY,2016,24,49.191575,-122.795303
104 AVE & WHALLEY BLVD,Casualty,SURREY,2016,24,49.191585,-122.841906
120 ST & 86 AVE,Casualty,SURREY,2016,24,49.159584,-122.890346
124 ST & 72 AVE,Casualty,SURREY,2016,24,49.133924,-122.879111
188 ST & FRASER HWY & TURNING LANE,Casualty,SURREY,2016,24,49.1237,-122.701718
84 AVE & KING GEORGE BLVD,Casualty,SURREY,2016,24,49.155427,-122.84574
104 AVE & 144 ST,Casualty,SURREY,2016,25,49.19151,-122.823099
104 AVE & 150 ST,Casualty,SURREY,2016,25,49.191492,-122.806447
120 ST & 84 AVE,Casualty,SURREY,2016,25,49.155982,-122.890393
132 ST & 64 AVE,Casualty,SURREY,2016,25,49.119007,-122.856492
140 ST & 72 AVE,Casualty,SURREY,2016,25,49.133605,-122.834459
100 AVE & 148 ST,Casualty,SURREY,2016,26,49.184202,-122.812077
104 AVE & 148 ST,Casualty,SURREY,2016,26,49.191494,-122.812448
104 AVE & SCOTT RD & TANNERY RD & TURNING LANE,Casualty,SURREY,2016,27,49.193875,-122.888755
144 ST & 176 ST & 176 ST OFFRAMP & 64 AVE,Casualty,SURREY,2016,27,49.119128,-122.823275
168 ST & 64 AVE,Casualty,SURREY,2016,27,49.118911,-122.756561
24 AVE & KING GEORGE BLVD & TURNING LANE,Casualty,SURREY,2016,28,49.045585,-122.793584
74 AVE & KING GEORGE BLVD,Casualty,SURREY,2016,28,49.13718,-122.845616
104 AVE & 140 ST,Casualty,SURREY,2016,30,49.191415,-122.834177
128 ST & 68 AVE,Casualty,SURREY,2016,30,49.12659,-122.867795
132 ST & 80 AVE,Casualty,SURREY,2016,30,49.148165,-122.856771
152 ST & 84 AVE,Casualty,SURREY,2016,30,49.155532,-122.801422
