Location,Crash Type,Municipality,Year,Crash Count,Latitude,Longitude
AIREY DR & BRIDGEPORT RD,Casualty,RICHMOND,2018,1,49.192005,-123.106251
AIRPORT RD & RUSS BAKER WAY,Casualty,RICHMOND,2018,1,49.182765,-123.149568
ALBION RD & NO 4 RD,Casualty,RICHMOND,2018,1,49.141632,-123.114132
ALDERBRIDGE WAY & CEDARBRIDGE WAY,Casualty,RICHMOND,2018,1,49.175303,-123.142656
ALEXANDRA RD & GARDEN CITY RD,Casualty,RICHMOND,2018,1,49.178832,-123.124462
ALOUETTE FLYOVER & HWY 99,Casualty,RICHMOND,2018,1,49.175184,-123.093431
ANDERSON RD & BUSWELL ST,Casualty,RICHMOND,2018,1,49.163493,-123.133718
ANDERSON RD & COONEY RD,Casualty,RICHMOND,2018,1,49.163208,-123.131244
ARAGON RD & WILLIAMS RD,Casualty,RICHMOND,2018,1,49.140713,-123.107907
ARCADIA RD & WESTMINSTER HWY,Casualty,RICHMOND,2018,1,49.170182,-123.125988
ARVIDA DR & ARVIDA GATE,Casualty,RICHMOND,2018,1,49.146553,-123.112927
ASH ST & SAUNDERS RD,Casualty,RICHMOND,2018,1,49.143148,-123.11977
ASH ST & WILLIAMS RD,Casualty,RICHMOND,2018,1,49.140789,-123.119764
AZURE BLVD & WESTMINSTER HWY,Casualty,RICHMOND,2018,1,49.170165,-123.151154
BAMBERTON DR & GILBERT RD,Casualty,RICHMOND,2018,1,49.1388,-123.147854
BAMFIELD GATE & SHELL RD & SHELLBRIDGE WAY,Casualty,RICHMOND,2018,1,49.187418,-123.10271
BARGEN DR & DANIELS RD,Casualty,RICHMOND,2018,1,49.188321,-123.096671
BATHGATE PL & BATHGATE WAY & JACOMBS RD,Casualty,RICHMOND,2018,1,49.189235,-123.080325
BAYVIEW ST & NO 1 RD,Casualty,RICHMOND,2018,1,49.123966,-123.181188
BIRCH ST & FERNDALE RD,Casualty,RICHMOND,2018,1,49.168618,-123.1168
BIRD RD & SHELL RD,Casualty,RICHMOND,2018,1,49.18982,-123.102688
BLACKSMITH PL & HORSESHOE WAY,Casualty,RICHMOND,2018,1,49.128338,-123.095895
BLAIR DR & SHELL RD,Casualty,RICHMOND,2018,1,49.178252,-123.102866
BLUNDELL RD & CHEVIOT PL,Casualty,RICHMOND,2018,1,49.155594,-123.156155
BLUNDELL RD & DALEMORE RD,Casualty,RICHMOND,2018,1,49.15565,-123.187612
BOUNDARY RD & DYKE RD & SOUTH DYKE RD,Casualty,RICHMOND,2018,1,49.176201,-122.957321
BOUNDARY RD & EWEN AVE & THOMPSON GATE,Casualty,RICHMOND,2018,1,49.181851,-122.957273
BOUNDARY RD & HWY 91 & HWY 91A,Casualty,RICHMOND,2018,1,49.177069,-122.95734
BOWCOCK RD & GARDEN CITY RD,Casualty,RICHMOND,2018,1,49.151311,-123.125242
BOWCOCK RD & ST ALBANS RD,Casualty,RICHMOND,2018,1,49.151349,-123.130952
BRIDGEPORT RD & HWY 99 & OAK ST BRIDGE,Casualty,RICHMOND,2018,1,49.192015,-123.118438
BRIDGEPORT RD & MCLENNAN AVE,Casualty,RICHMOND,2018,1,49.192003,-123.107831
BRIDGEPORT RD & MCLEOD AVE,Casualty,RICHMOND,2018,1,49.192003,-123.11087
BRIDGEPORT RD & SEXSMITH RD,Casualty,RICHMOND,2018,1,49.191997,-123.128143
BRIDGEPORT RD & VICKERS WAY,Casualty,RICHMOND,2018,1,49.19197,-123.089542
BRIDGEPORT STATION LOOP & GREAT CANADIAN WAY,Casualty,RICHMOND,2018,1,49.195769,-123.125425
BROADMOOR BLVD & NO 3 RD,Casualty,RICHMOND,2018,1,49.145965,-123.136682
BURDETTE ST & RIVER RD,Casualty,RICHMOND,2018,1,49.202636,-123.063553
BURROWS RD & NO 6 RD,Casualty,RICHMOND,2018,1,49.197381,-123.069236
CALDER RD & COLBECK RD,Casualty,RICHMOND,2018,1,49.152477,-123.167988
CAMBIE RD & DALLYN RD,Casualty,RICHMOND,2018,1,49.18459,-123.097808
CAMBIE RD & KNIGHT ST,Casualty,RICHMOND,2018,1,49.184604,-123.077142
CAMBIE RD & ODLIN CRES,Casualty,RICHMOND,2018,1,49.184674,-123.126998
CAMBIE RD & ST EDWARDS DR,Casualty,RICHMOND,2018,1,49.18457,-123.104639
CAPSTAN WAY & HAZELBRIDGE WAY,Casualty,RICHMOND,2018,1,49.188267,-123.131158
CARTER DR & FISHER DR,Casualty,RICHMOND,2018,1,49.178642,-123.109938
CEDARBRIDGE WAY & RIVER PKY,Casualty,RICHMOND,2018,1,49.176698,-123.144296
CHARLES ST & RIVER RD,Casualty,RICHMOND,2018,1,49.195112,-123.128469
CHATHAM ST & NO 1 RD,Casualty,RICHMOND,2018,1,49.12648,-123.181215
CLARKE PL & JACOMBS RD,Casualty,RICHMOND,2018,1,49.18565,-123.080293
COLVILLE RD & NO 2 RD,Casualty,RICHMOND,2018,1,49.151553,-123.15893
COMMERCE PKY & NO 6 RD,Casualty,RICHMOND,2018,1,49.176336,-123.069178
COOK RD & KATSURA ST,Casualty,RICHMOND,2018,1,49.166411,-123.122104
COONEY RD & PARK RD,Casualty,RICHMOND,2018,1,49.164697,-123.131529
COONEY RD & SABA RD,Casualty,RICHMOND,2018,1,49.168826,-123.131505
COPPERSMITH WAY & HORSESHOE WAY,Casualty,RICHMOND,2018,1,49.130667,-123.095805
DAYTON AVE & MYRON CRT,Casualty,RICHMOND,2018,1,49.151835,-123.12373
DESMOND AVE & NO 1 RD & PETERSON GATE,Casualty,RICHMOND,2018,1,49.142839,-123.181361
DIXON AVE & GARDEN CITY RD,Casualty,RICHMOND,2018,1,49.153697,-123.125284
DYKE RD & FRASERWOOD WAY & QUEENS RD,Casualty,RICHMOND,2018,1,49.168815,-122.968173
DYKE RD & NO 3 RD,Casualty,RICHMOND,2018,1,49.110647,-123.136795
DYKE RD & NO 4 RD,Casualty,RICHMOND,2018,1,49.114155,-123.114446
EASTHOPE AVE & MONCTON ST,Casualty,RICHMOND,2018,1,49.125168,-123.178802
ELKMOND RD & NISHI CRT & WILLIAMS RD,Casualty,RICHMOND,2018,1,49.141028,-123.185584
ENTERTAINMENT BLVD & STEVESTON HWY,Casualty,RICHMOND,2018,1,49.133633,-123.066169
ERRINGTON RD & HERBERT RD,Casualty,RICHMOND,2018,1,49.142712,-123.140764
FINLAYSON DR & MCLENNAN AVE,Casualty,RICHMOND,2018,1,49.195354,-123.107819
FIRBRIDGE WAY & NO 3 RD,Casualty,RICHMOND,2018,1,49.17121,-123.136612
FISHER DR & HALL AVE,Casualty,RICHMOND,2018,1,49.18243,-123.113066
FISHER DR & HOWARD ST,Casualty,RICHMOND,2018,1,49.178268,-123.108368
FRANCIS RD & ST ALBANS RD,Casualty,RICHMOND,2018,1,49.148231,-123.130931
GARRISON RD & LYNAS LANE,Casualty,RICHMOND,2018,1,49.164644,-123.164559
GARRISON RD & NO 2 RD,Casualty,RICHMOND,2018,1,49.164617,-123.158822
GARRY ST & RAILWAY AVE,Casualty,RICHMOND,2018,1,49.129338,-123.16981
GENERAL CURRIE RD & ST ALBANS RD,Casualty,RICHMOND,2018,1,49.159185,-123.130962
GILBERT RD & MANG RD,Casualty,RICHMOND,2018,1,49.15998,-123.147792
GILLEY RD & SMITH CRES & SMITH DR,Casualty,RICHMOND,2018,1,49.177015,-122.965685
GLENDOWER GATE & NO 4 RD,Casualty,RICHMOND,2018,1,49.145397,-123.114159
GOLDSMITH DR & NO 2 RD,Casualty,RICHMOND,2018,1,49.138739,-123.158935
GRAUER RD & TEMPLETON ST,Casualty,RICHMOND,2018,1,49.199346,-123.149104
HAZELBRIDGE WAY & SEXSMITH RD,Casualty,RICHMOND,2018,1,49.189147,-123.128107
HWY 99 & NO 4 RD,Casualty,RICHMOND,2018,1,49.188813,-123.11419
HWY 99 & NO 5 RD,Casualty,RICHMOND,2018,1,49.174349,-123.092178
HWY 99 & SHELL RD,Casualty,RICHMOND,2018,1,49.181371,-123.102726
JENSEN GATE & MCNEELY DR,Casualty,RICHMOND,2018,1,49.179622,-123.088951
JERICHO RD & MILLER RD,Casualty,RICHMOND,2018,1,49.192177,-123.158702
KATSURA ST & WESTMINSTER HWY,Casualty,RICHMOND,2018,1,49.170097,-123.122219
KNIGHT ST BRIDGE & VULCAN WAY,Casualty,RICHMOND,2018,1,49.196861,-123.077461
LYNAS LANE & WESTMINSTER HWY,Casualty,RICHMOND,2018,1,49.170137,-123.164497
MADDOCKS RD & SHELL RD,Casualty,RICHMOND,2018,1,49.136047,-123.103138
MADDOCKS RD & SWINTON CRES,Casualty,RICHMOND,2018,1,49.13617,-123.111752
MAYFIELD PL & NO 6 RD,Casualty,RICHMOND,2018,1,49.181645,-123.069169
MCKIM WAY & ODLIN CRES,Casualty,RICHMOND,2018,1,49.183583,-123.127027
MILLER RD & SEA ISLAND WAY,Casualty,RICHMOND,2018,1,49.192504,-123.139911
MILLER RD & SEA ISLAND WAY ONRAMP,Casualty,RICHMOND,2018,1,49.192109,-123.146654
MILLER RD & TEMPLETON ST,Casualty,RICHMOND,2018,1,49.192133,-123.150671
MITCHELL RD & TIPPING RD,Casualty,RICHMOND,2018,1,49.205032,-123.080276
MITCHELL RD & TWIGG PL,Casualty,RICHMOND,2018,1,49.202835,-123.091312
MONCTON ST & RAILWAY AVE,Casualty,RICHMOND,2018,1,49.125125,-123.169788
MORAY BRIDGE & SEA ISLAND WAY,Casualty,RICHMOND,2018,1,49.192321,-123.139042
MORTFIELD RD & NO 4 RD & WILKINSON RD,Casualty,RICHMOND,2018,1,49.137554,-123.114189
MORTFIELD RD & SOUTHDALE RD,Casualty,RICHMOND,2018,1,49.136956,-123.119124
NO 1 RD & OSMOND AVE,Casualty,RICHMOND,2018,1,49.145896,-123.181343
NO 1 RD & SHUSWAP AVE,Casualty,RICHMOND,2018,1,49.134653,-123.181316
NO 2 RD & TURNING LANE,Casualty,RICHMOND,2018,1,49.170542,-123.158913
NO 2 RD & WALTON RD,Casualty,RICHMOND,2018,1,49.166506,-123.158814
NO 3 RD & ROSEWELL AVE,Casualty,RICHMOND,2018,1,49.135354,-123.136657
NO 3 RD & RYAN RD,Casualty,RICHMOND,2018,1,49.138471,-123.136661
NO 4 RD & RIVER DR,Casualty,RICHMOND,2018,1,49.199136,-123.11386
NO 4 RD & TUTTLE AVE,Casualty,RICHMOND,2018,1,49.187909,-123.11395
NO 5 RD & SEACLIFF RD,Casualty,RICHMOND,2018,1,49.137982,-123.091872
NO 6 RD & WIRELESS WAY,Casualty,RICHMOND,2018,1,49.171878,-123.069189
NORTON CRT & WESTMINSTER HWY,Casualty,RICHMOND,2018,1,49.175409,-122.969536
OVAL WAY & RIVER RD,Casualty,RICHMOND,2018,1,49.173301,-123.152817
PARKWOOD WAY & SMALLWOOD PL,Casualty,RICHMOND,2018,1,49.172534,-123.077891
PEARSON WAY & RIVER RD,Casualty,RICHMOND,2018,1,49.175456,-123.146981
PRINCETON AVE & RAILWAY AVE,Casualty,RICHMOND,2018,1,49.145848,-123.169815
RANSFORD GATE & STEVESTON HWY,Casualty,RICHMOND,2018,1,49.133757,-123.178302
RIVER DR & VAN HORNE WAY,Casualty,RICHMOND,2018,1,49.198807,-123.119048
RIVERDALE DR & WESTMINSTER HWY,Casualty,RICHMOND,2018,1,49.170147,-123.174952
ROBINSON RD & ST ALBANS RD,Casualty,RICHMOND,2018,1,49.149353,-123.130938
ROSELAND GATE & STEVESTON HWY,Casualty,RICHMOND,2018,1,49.133502,-123.130455
SEALILY PL & SEAPORT AVE,Casualty,RICHMOND,2018,1,49.143443,-123.099505
SEALORD RD & SHELL RD,Casualty,RICHMOND,2018,1,49.135754,-123.10245
SHERIDAN RD & WILLIAMS RD,Casualty,RICHMOND,2018,1,49.140972,-123.150893
SIDAWAY RD & STEVESTON HWY,Casualty,RICHMOND,2018,1,49.133577,-123.080938
SOUTHRIDGE RD & STEVESTON HWY,Casualty,RICHMOND,2018,1,49.133462,-123.117847
STEVESTON HWY & STEVESTON HWY OFFRAMP,Casualty,RICHMOND,2018,1,49.13347,-123.087013
STEVESTON HWY & SWINTON CRES,Casualty,RICHMOND,2018,1,49.133439,-123.110972
STEVESTON HWY & TRIMARAN GATE,Casualty,RICHMOND,2018,1,49.133749,-123.173631
SWEDEN WAY & VICKERS WAY,Casualty,RICHMOND,2018,1,49.191243,-123.082571
VIKING WAY & VULCAN WAY & UNNAMED LANE,Casualty,RICHMOND,2018,1,49.197648,-123.073321
ALDERBRIDGE WAY & WESTMINSTER HWY,Casualty,RICHMOND,2018,2,49.170178,-123.14462
ALEXANDRA RD & KWANTLEN ST,Casualty,RICHMOND,2018,2,49.178328,-123.128716
ALEXANDRA RD & NO 3 RD,Casualty,RICHMOND,2018,2,49.17837,-123.13652
ALEXANDRA RD & NO 4 RD,Casualty,RICHMOND,2018,2,49.178849,-123.113995
ARVIDA GATE & NO 4 RD,Casualty,RICHMOND,2018,2,49.146564,-123.114172
ASH ST & GRANVILLE AVE,Casualty,RICHMOND,2018,2,49.162845,-123.119851
AURORA CONN & MILLER RD,Casualty,RICHMOND,2018,2,49.19216,-123.156954
AYLMER RD & MILLER RD,Casualty,RICHMOND,2018,2,49.19213,-123.154069
BENNETT RD & GARDEN CITY RD,Casualty,RICHMOND,2018,2,49.16084,-123.125396
BRIDGEPORT RD & GAGE RD,Casualty,RICHMOND,2018,2,49.192019,-123.12021
BRIDGEPORT RD & SMITH ST,Casualty,RICHMOND,2018,2,49.192008,-123.125386
BROADWAY ST & NO 1 RD,Casualty,RICHMOND,2018,2,49.127373,-123.181223
BUSWELL ST & COOK RD,Casualty,RICHMOND,2018,2,49.166492,-123.133694
BUSWELL ST & WESTMINSTER HWY,Casualty,RICHMOND,2018,2,49.170158,-123.133656
CAITHCART RD & SHELL RD,Casualty,RICHMOND,2018,2,49.188851,-123.102699
CAMBIE RD & NO 7 RD,Casualty,RICHMOND,2018,2,49.184606,-123.046836
CHRISTINA RD & NO 2 RD,Casualty,RICHMOND,2018,2,49.165269,-123.158815
COOK RD & ECKERSLEY RD,Casualty,RICHMOND,2018,2,49.166488,-123.130133
COPPERSMITH PL & COPPERSMITH WAY,Casualty,RICHMOND,2018,2,49.13079,-123.096843
DANIELS RD & NO 5 RD,Casualty,RICHMOND,2018,2,49.188307,-123.091511
DAYTON AVE & NO 4 RD,Casualty,RICHMOND,2018,2,49.151762,-123.114148
DINSMORE BRIDGE & RIVER RD,Casualty,RICHMOND,2018,2,49.177643,-123.147503
FORSYTH CRES & WESTMINSTER HWY,Casualty,RICHMOND,2018,2,49.170135,-123.180074
FRANCIS RD & PARKSVILLE DR,Casualty,RICHMOND,2018,2,49.148371,-123.174883
GARDEN CITY RD & LESLIE RD,Casualty,RICHMOND,2018,2,49.179328,-123.124561
GARDEN CITY RD & TURNING LANE,Casualty,RICHMOND,2018,2,49.190655,-123.124606
GILBERT RD & STEVESTON HWY,Casualty,RICHMOND,2018,2,49.133513,-123.147802
GRANT MCCONACHIE WAY & SEA ISLAND WAY,Casualty,RICHMOND,2018,2,49.193259,-123.149523
HORSESHOE WAY & NO 5 RD & RIVERSIDE WAY,Casualty,RICHMOND,2018,2,49.131038,-123.092086
HOUSMAN ST & STEVESTON HWY,Casualty,RICHMOND,2018,2,49.133521,-123.155103
JACOMBS RD & PARKWOOD WAY,Casualty,RICHMOND,2018,2,49.175199,-123.080233
LEONARD RD & WILLIAMS RD,Casualty,RICHMOND,2018,2,49.140867,-123.133476
LINFIELD GATE & RAILWAY AVE,Casualty,RICHMOND,2018,2,49.160277,-123.16983
MAYCREST WAY & NO 6 RD,Casualty,RICHMOND,2018,2,49.179556,-123.069191
MORTFIELD GATE & STEVESTON HWY,Casualty,RICHMOND,2018,2,49.133471,-123.121872
NO 1 RD & TUCKER AVE,Casualty,RICHMOND,2018,2,49.165914,-123.181217
NO 2 RD & NO 2 RD BRIDGE & RIVER RD & RIVER RD ONRAMP,Casualty,RICHMOND,2018,2,49.173924,-123.158086
NO 5 RD & THORPE RD,Casualty,RICHMOND,2018,2,49.183246,-123.091542
NO 6 RD & RIVER RD,Casualty,RICHMOND,2018,2,49.201543,-123.069368
NO 6 RD & TRIANGLE RD,Casualty,RICHMOND,2018,2,49.136901,-123.069026
NO 8 RD & WESTMINSTER HWY,Casualty,RICHMOND,2018,2,49.169913,-123.024276
NO 9 RD & WESTMINSTER HWY,Casualty,RICHMOND,2018,2,49.169096,-123.001712
RIVER RD & SHELL RD,Casualty,RICHMOND,2018,2,49.197852,-123.102714
RIVER RD & WESTMINSTER HWY,Casualty,RICHMOND,2018,2,49.181268,-122.965486
SEACOTE RD & WILLIAMS RD,Casualty,RICHMOND,2018,2,49.140684,-123.097911
SMITH CRES & WESTMINSTER HWY,Casualty,RICHMOND,2018,2,49.181715,-122.964184
ALBERTA RD & NO 4 RD,Casualty,RICHMOND,2018,3,49.165727,-123.114017
ALDERBRIDGE WAY & FISHER DR,Casualty,RICHMOND,2018,3,49.177282,-123.108361
ALDERBRIDGE WAY & MAY DR,Casualty,RICHMOND,2018,3,49.177317,-123.118452
ALDERBRIDGE WAY & MCCLELLAND RD,Casualty,RICHMOND,2018,3,49.177326,-123.121117
AVIATION AVE & NORTH SERVICE RD,Casualty,RICHMOND,2018,3,49.193729,-123.166714
AZURE RD & GILBERT RD,Casualty,RICHMOND,2018,3,49.169019,-123.147731
BARGEN DR & CAMBIE RD,Casualty,RICHMOND,2018,3,49.184584,-123.096917
BENNETT RD & NO 3 RD,Casualty,RICHMOND,2018,3,49.160971,-123.136579
BLUNDELL RD & HEATHER ST,Casualty,RICHMOND,2018,3,49.155467,-123.122555
BLUNDELL RD & MOFFATT RD,Casualty,RICHMOND,2018,3,49.155605,-123.143717
BLUNDELL RD & NO 6 RD,Casualty,RICHMOND,2018,3,49.155422,-123.068951
BRIDGEPORT RD & OLAFSEN AVE,Casualty,RICHMOND,2018,3,49.191972,-123.095774
BRIDGEPORT RD & RIVER RD,Casualty,RICHMOND,2018,3,49.19202,-123.133098
BROWN RD & CAMBIE RD,Casualty,RICHMOND,2018,3,49.184684,-123.130892
BROWNGATE RD & HAZELBRIDGE WAY,Casualty,RICHMOND,2018,3,49.182934,-123.133455
CAMBIE RD & RIVER RD,Casualty,RICHMOND,2018,3,49.184696,-123.138499
CAMBIE RD & STOLBERG ST,Casualty,RICHMOND,2018,3,49.184655,-123.119754
CAPSTAN WAY & SEXSMITH RD,Casualty,RICHMOND,2018,3,49.187775,-123.128141
ELMBRIDGE WAY & WESTMINSTER HWY,Casualty,RICHMOND,2018,3,49.170167,-123.152518
FERNDALE RD & NO 4 RD,Casualty,RICHMOND,2018,3,49.16862,-123.113986
GILBERT RD & RIVER RD,Casualty,RICHMOND,2018,3,49.176034,-123.145758
GOLLNER AVE & MINORU BLVD,Casualty,RICHMOND,2018,3,49.168784,-123.140284
GRANVILLE AVE & HEATHER ST,Casualty,RICHMOND,2018,3,49.162855,-123.122671
GRANVILLE AVE & JN BURNETT SECONDARY SCHOOL ACCESS & MCCALLAN RD & RAILWAY AVE & TURNING LANE,Casualty,RICHMOND,2018,3,49.16254,-123.169296
GREAT CANADIAN WAY & VAN HORNE WAY,Casualty,RICHMOND,2018,3,49.194836,-123.124887
HAZELBRIDGE WAY & LESLIE RD,Casualty,RICHMOND,2018,3,49.179734,-123.133865
HWY 99 & SHELL RD ONRAMP,Casualty,RICHMOND,2018,3,49.185795,-123.109357
JACK BELL DR & JACOMBS RD,Casualty,RICHMOND,2018,3,49.182356,-123.080319
KING RD & NO 5 RD,Casualty,RICHMOND,2018,3,49.14429,-123.091824
KNIGHT ST BRIDGE & MITCHELL RD & MITCHELL RD OFFRAMP & MITCHELL RD ONRAMP & INDUSTRIAL ACCESS ROAD & TURNING LANE,Casualty,RICHMOND,2018,3,49.205303,-123.077464
MCLEAN AVE & WESTMINSTER HWY,Casualty,RICHMOND,2018,3,49.17399,-122.970353
MCMILLAN WAY & WESTMINSTER HWY,Casualty,RICHMOND,2018,3,49.169278,-122.993967
MINORU BLVD & MURDOCH AVE & MALL ACCESS,Casualty,RICHMOND,2018,3,49.167092,-123.140482
NO 1 RD & YOUNGMORE RD,Casualty,RICHMOND,2018,3,49.150295,-123.181245
NO 5 RD & RICE MILL RD,Casualty,RICHMOND,2018,3,49.126136,-123.092202
NO 5 RD & RIVER RD,Casualty,RICHMOND,2018,3,49.196521,-123.091431
NO 6 RD & STEVESTON HWY,Casualty,RICHMOND,2018,3,49.13362,-123.068731
NO 6 RD & VULCAN WAY,Casualty,RICHMOND,2018,3,49.19884,-123.069212
SWEDEN WAY & VULCAN WAY,Casualty,RICHMOND,2018,3,49.194755,-123.082762
VISCOUNT WAY & VULCAN WAY,Casualty,RICHMOND,2018,3,49.19596,-123.078832
ALDERBRIDGE WAY & ELMBRIDGE WAY,Casualty,RICHMOND,2018,4,49.172051,-123.144793
BENNETT RD & ST ALBANS RD,Casualty,RICHMOND,2018,4,49.160894,-123.13098
BLUNDELL RD & NO 5 RD,Casualty,RICHMOND,2018,4,49.15542,-123.091735
BOUNDARY RD & BOYD ST & WESTMINSTER HWY,Casualty,RICHMOND,2018,4,49.183778,-122.957234
CAMBIE RD & VANGUARD RD,Casualty,RICHMOND,2018,4,49.184574,-123.100871
CAMBIE RD & VIKING WAY,Casualty,RICHMOND,2018,4,49.184627,-123.073274
FERNDALE RD & GARDEN CITY RD,Casualty,RICHMOND,2018,4,49.168617,-123.124629
FRANCIS RD & GARDEN CITY RD,Casualty,RICHMOND,2018,4,49.148201,-123.125163
GARDEN CITY RD & SAUNDERS RD,Casualty,RICHMOND,2018,4,49.143576,-123.125172
GARRY ST & NO 1 RD,Casualty,RICHMOND,2018,4,49.12928,-123.181247
GRANVILLE AVE & LYNAS LANE,Casualty,RICHMOND,2018,4,49.162747,-123.164569
GRANVILLE AVE & MINORU GATE,Casualty,RICHMOND,2018,4,49.162735,-123.143054
KILBY DR & NO 4 RD,Casualty,RICHMOND,2018,4,49.185898,-123.113965
MAPLE RD & NO 2 RD,Casualty,RICHMOND,2018,4,49.146801,-123.158954
MCNEELY DR & NO 5 RD,Casualty,RICHMOND,2018,4,49.179648,-123.091614
MINORU BLVD & MINORU GATE,Casualty,RICHMOND,2018,4,49.16495,-123.14081
NO 1 RD & WILLIAMS RD,Casualty,RICHMOND,2018,4,49.141033,-123.181365
NO 2 RD & WOODWARDS RD,Casualty,RICHMOND,2018,4,49.143915,-123.158971
NO 3 RD & SAUNDERS RD,Casualty,RICHMOND,2018,4,49.143619,-123.136693
NO 5 RD & WILLIAMS RD,Casualty,RICHMOND,2018,4,49.140668,-123.091732
NO 7 RD & WESTMINSTER HWY,Casualty,RICHMOND,2018,4,49.169921,-123.0466
OAK ST BRIDGE & RIVER DR & RIVER RD,Casualty,RICHMOND,2018,4,49.198226,-123.124071
VERDUN PL & VIKING WAY,Casualty,RICHMOND,2018,4,49.193303,-123.073327
ALEXANDRA RD & HAZELBRIDGE WAY,Casualty,RICHMOND,2018,5,49.178361,-123.13398
AQUILA RD & WILLIAMS RD,Casualty,RICHMOND,2018,5,49.140716,-123.109147
ARTHUR LAING BRIDGE & GRAUER RD,Casualty,RICHMOND,2018,5,49.197511,-123.136633
ASH ST & BLUNDELL RD,Casualty,RICHMOND,2018,5,49.155483,-123.119801
BECKWITH RD & GREAT CANADIAN WAY,Casualty,RICHMOND,2018,5,49.193767,-123.124358
BRIDGEPORT RD & ST EDWARDS DR,Casualty,RICHMOND,2018,5,49.191999,-123.11231
CAPSTAN WAY & GARDEN CITY RD,Casualty,RICHMOND,2018,5,49.187769,-123.124771
COOK RD & COONEY RD,Casualty,RICHMOND,2018,5,49.166486,-123.131494
GRAYBAR RD & WESTMINSTER HWY,Casualty,RICHMOND,2018,5,49.169367,-122.989739
NO 3 RD & PARK RD,Casualty,RICHMOND,2018,5,49.164716,-123.136563
NO 3 RD & SABA RD,Casualty,RICHMOND,2018,5,49.168832,-123.136547
NO 4 RD & ODLIN RD,Casualty,RICHMOND,2018,5,49.18177,-123.113985
RAILWAY AVE & STEVESTON HWY,Casualty,RICHMOND,2018,5,49.133732,-123.169803
RAILWAY AVE & WILLIAMS RD,Casualty,RICHMOND,2018,5,49.141022,-123.169818
ALDERBRIDGE WAY & KWANTLEN ST,Casualty,RICHMOND,2018,6,49.177318,-123.128716
BRIDGEPORT RD & NO 6 RD,Casualty,RICHMOND,2018,6,49.191985,-123.069206
BROWNGATE RD & NO 3 RD,Casualty,RICHMOND,2018,6,49.182858,-123.136665
COOK RD & NO 3 RD,Casualty,RICHMOND,2018,6,49.166509,-123.136548
FRASERWOOD PL & WESTMINSTER HWY,Casualty,RICHMOND,2018,6,49.169353,-122.983704
GILBERT RD & LANSDOWNE RD,Casualty,RICHMOND,2018,6,49.173838,-123.145544
HOLLYBRIDGE WAY & RIVER RD,Casualty,RICHMOND,2018,6,49.17465,-123.148688
HUDSON AVE & LANCASTER CRES & RUSS BAKER WAY & TURNING LANE,Casualty,RICHMOND,2018,6,49.189242,-123.143511
KWANTLEN ST & LANSDOWNE RD,Casualty,RICHMOND,2018,6,49.17383,-123.128682
NO 2 RD & STEVESTON HWY,Casualty,RICHMOND,2018,6,49.133533,-123.158859
NO 5 RD & VULCAN WAY,Casualty,RICHMOND,2018,6,49.193869,-123.091481
SEAWARD GATE & STEVESTON HWY,Casualty,RICHMOND,2018,6,49.133383,-123.099616
ACKROYD RD & COONEY RD,Casualty,RICHMOND,2018,7,49.171972,-123.131558
ACKROYD RD & NO 3 RD,Casualty,RICHMOND,2018,7,49.172017,-123.136554
ALDERBRIDGE WAY & MINORU BLVD,Casualty,RICHMOND,2018,7,49.176289,-123.140536
AURORA CONN & GRANT MCCONACHIE WAY & MILLER RD & ACCESS ROAD & TURNING LANE,Casualty,RICHMOND,2018,7,49.192501,-123.156976
BLUNDELL RD & MINORU BLVD,Casualty,RICHMOND,2018,7,49.155611,-123.140343
BRIDGEPORT RD & NO 4 RD,Casualty,RICHMOND,2018,7,49.192001,-123.113894
BRIDGEPORT RD & SIMPSON RD,Casualty,RICHMOND,2018,7,49.19199,-123.098978
CAMBIE RD & NO 3 RD,Casualty,RICHMOND,2018,7,49.184649,-123.136506
CAMBIE RD & SEXSMITH RD,Casualty,RICHMOND,2018,7,49.184677,-123.128143
CAPSTAN WAY & NO 3 RD,Casualty,RICHMOND,2018,7,49.188865,-123.132513
GILBERT RD & RIVER PKY & RIVER RD,Casualty,RICHMOND,2018,7,49.176053,-123.145717
HWY 91 & NO 8 RD,Casualty,RICHMOND,2018,7,49.177281,-123.024272
KNIGHT ST & WESTMINSTER HWY,Casualty,RICHMOND,2018,7,49.170233,-123.074498
NO 4 RD & WILLIAMS RD,Casualty,RICHMOND,2018,7,49.140733,-123.114143
NORTH SERVICE RD & TEMPLETON ST & TEMPLETON STATION RD & TURNING LANE,Casualty,RICHMOND,2018,7,49.196879,-123.150135
SHELL RD & STEVESTON HWY,Casualty,RICHMOND,2018,7,49.133385,-123.103242
SHELL RD & WILLIAMS RD,Casualty,RICHMOND,2018,7,49.140699,-123.102989
ALDERBRIDGE WAY & LANSDOWNE RD,Casualty,RICHMOND,2018,8,49.173876,-123.144096
BLUNDELL RD & SIDAWAY RD,Casualty,RICHMOND,2018,8,49.155559,-123.080561
CAMBIE RD & HAZELBRIDGE WAY,Casualty,RICHMOND,2018,8,49.184685,-123.132463
CESSNA DR & RUSS BAKER WAY,Casualty,RICHMOND,2018,8,49.186338,-123.145021
COONEY RD & WESTMINSTER HWY & TURNING LANE,Casualty,RICHMOND,2018,8,49.170184,-123.131506
FRANCIS RD & RAILWAY AVE,Casualty,RICHMOND,2018,8,49.148393,-123.169815
